,Sentiment,Tweet
9330,positive, thats exactly point It fits Im premier access Boarding group  This return ticket Ive  yrs
9331,positive, thanks taking care  flight  
9332,negative, Youre batting  Every flight Ive taken delayed Worst airline ever
9333,negative, Why contact email customer complaints
9334,negative, worst customer service experience ever today Get together
9335,negative, When  mins past scheduled time w departure sight flight longer qualifies on time  
9336,negative,  I supposed get fresno pittsburgh pm Instead Im getting pm tomorrow
9337,negative, I never given number elite usair Only AA I waited  hours answer seat gone
9338,positive, love bridesmaid dancing Cant wait fly puerto Vallarta kick united ass
9339,neutral, morning If I question regarding elevate points  flights I DM you
9340,negative, I cant check add bag Your website working Ive tried desktop mobile 
9341,negative, whats yall corporate number bc yall trying accommodate all
9342,negative, kudos  CS crew rerouting PAX alleviate Over sale due graded EQP  
9343,positive, haha TY Do know time lane opens Logan
9344,negative,  I eventually get flight Cancelled Flightled Decided drive gave holding process refund
9345,positive, thanks good us  folk Its cold  I sure enjoyed flight 
9346,negative, still update text   still response email fr SR  Feel like yr losing customer servicecare
9347,positive,   Im Lady Gaga She amazing
9348,negative, Yoga is TV service seems though  I look forward much
9349,neutral, How I know flight deemed dark flight
9350,negative, gate agent EWR  disabled wheel chair time board please step STEP UP Lol
9351,negative, empathizes w disappointment stClass flight wnonworking entertainmnt worth   
9352,neutral, since high likelihood snow time flight tomorrow chance I rebook Sunday
9353,negative, flight Cancelled Flighted tonight told I receive travel voucher inconvenience Is really policy
9354,negative, Ive flown US Airways least five times Every single time like this Actions speak louder words
9355,neutral, Based suggestions passengers I rental car standby  One way another leaving then
9356,neutral, I need help Cancelled Flighting upcoming flight made AAdvantage miles Record locator HFJKTO Can someone please assist
9357,negative, Trying rebook flight Cancelled Flightlation nightmare I hung once Can help rebook
9358,positive, OH YEAH great flight Mexico wonderful crew Thank you
9359,negative, clt departures delayed Hoping I make connection lengthy take delay endless taxiing clt
9360,positive, Late Flightst ad Makes happy flying days 
9361,positive, arrived San Juan early Thanks great flight LUV u
9362,positive, thank flying mess IAD San Diego 
9363,negative, customer service
9364,neutral, changing RNO DEN nonstop In May  am Late Flight morning early afternoon
9365,negative, Late Flight again Everyone braved weather  passengers waiting flight crew Really
9366,negative, usually raving service LAX Your nbr helper cant figure hang coat serve drink F
9367,negative, terrible service
9368,negative, flight landed  min told stay plane pulled gate  little information
9369,neutral, hi next set flights next year Dublin
9370,neutral, getting info website needing check alerts would much beneficial
9371,negative, already Flight Booking Problems next weeks trip  thanks making choice easy   
9372,negative, changed last name MileagePlus acct site hour USA hold mins  days  change yet
9373,positive, Same exact flight too Love JetBlue Really want fly yall But thats little pricey basic not Mint BOS SFO
9374,negative,  sure however ticket included one checked bag therefore charge extra completely unanticipated
9375,neutral,  I used AAdvantage Number connected USAirways I booked tickets friends Will benefit account
9376,neutral, yes On nonstop Memphis tomorrow morning With snow coming I got fingers crossed go
9377,negative, I learned customer service SXM works airport JetBlue They need supervisor anything
9378,neutral, great operation guys running More mechanical issues taping piece plane together LOL 
9379,negative, advantage agents horrible Ive waiting  hours call back hung rude agent
9380,neutral, volumes profit    
9381,neutral, Increase Charter Service Cuba   Agent 
9382,positive, today family gets experience  status w me 
9383,negative, I paid ticket  th still says pending Is normal I want money account
9384,negative, someone screen play flights 
9385,positive, Your planes really pretty Just thought u know that 
9386,negative, yes Filed claim issued  credit courtesy The whole thing seems exceptionally uncourteous me
9387,negative, beginning Feb I called United said would send another voucher mail Never got anything 
9388,negative, needed asap Will make todays flight
9389,neutral, whos running tweeter using word fleek
9390,positive, I tux itd date  
9391,positive, loyal Im driving   fly Virgin since cut  flights 
9392,negative, Im pretty sure Ive got shin splits SPRINTING IAH watch plane pull away jet way
9393,positive,  Thanks opportunity
9394,negative, disappointed airline never I book guys
9395,negative, customer service today deplorable There plenty ways u could gotten us flight 
9396,positive, Best GAgent long time  Danny B US DFWCLT Appreciated date kept us irrops Super professional
9397,negative, yeah thats happened Im really pissed This kind thing I expect US Austrian you
9398,negative, SO BAD service Miami AirPort
9399,negative, help left expensive headphones flight  IAD LAX today Seat A No one answering LF number LAX
9400,negative, My flight Cancelled Flighted Saturday Why luggage airport Today Im supposed delivered Pathetic
9401,negative, And yet still left yet I cant watch prepaid DirectTV 
9402,positive, FINALLY A Passbook option SWA App Thank you
9403,negative, please stop spending mktg  branding ads Use savings improve  hr wait luggage due short staff unacceptable
9404,negative,  almost  hours Late Flight due mechanical
9405,negative, r u serious min       missed connecting flight 
9406,neutral, flite
9407,negative, trying book flight  site
9408,negative, jetway felt I disrespectful I never treated way particularly I trying good c
9409,negative, One workers refused give name reference notes Her tone  language unprofessional
9410,negative, flight delayed  hrs Im  months pregnant  supposed caring mom whose surgery now Very upset
9411,negative, I flight omaha chicago en route NYC seating partner separate please fix res ILCHP
9412,positive, Frustrating daysNo flights home changed airlines Thank PHL USAirway employees   help getting back IAH
9413,negative, just called lady overseas call center said saw note I explained situationagain
9414,negative, tried rebook online says I pay  difference price Please help
9415,positive, I will Thank you
9416,negative, were still guys  worst
9417,negative, I insulted disrespected met incompetence every turn voucher domestic round trip
9418,negative,  contact me something alleviate terrible terrible service But no  year old social media guru
9419,negative, airport  extra nights hotels I heard anything embarrassing airline saying
9420,negative, trouble getting rebooked
9421,neutral, domestic I wanted idea I get surprised
9422,negative, I want speak human being  This obscene request
9423,positive, I would appreciate that Thank you
9424,negative, Why longer change trips companion online Been years get message cant done online
9425,positive, Greatest Newark Gate Agents ever David Deane Norma Sedholm Luz Calderon made feel like king 
9426,neutral, flight full
9427,negative, I travel lot I get it Youre still fave EWR Cleveland w min layover connect DC  best option Come on
9428,negative, accepting reservations past August 
9429,negative, really ashamed The entire business class cabin empty almost first class
9430,negative, entire flight luggage missing  Over hour nobody knows anything
9431,neutral,Oh yeah RT  Our fleets fleek 
9432,neutral,   After last night     I think  agree
9433,negative, telling number call left airport negligent pilot staff
9434,negative, I got   flight bos Charlotte I found Cancelled Flightled I got gate 
9435,neutral, Hey so I think I left wallet you Can I back please
9436,negative, Y U NO LET ME OUT AND MAKE FUN SIZE COOKIES   
9437,negative, took carryon bag essential attire life changing interview tomorrow  here expect compensation
9438,negative, brd nowfrustrated go   if tld flt gng b held earlier would messcng bk unable due overbk
9439,negative, bags fly freejust going
9440,positive, Left computer plane Two weeks Late Flightr found sent me   
9441,positive, Its good Thanks
9442,negative, yes starting w flight  getting home  hours Late Flightr record locator BSUXLU
9443,negative, yeah  rebooked tomorrow AM Hoping rd time charm Cancelled Flightled flights
9444,neutral, Hii travel question Could please follow dm you
9445,negative, Im glad mean to excuse inefficiency Only took min bags arrival flight
9446,negative, I need change ticket res cant changed online I also cant get call due high volumecan u help
9447,neutral, Ive never met favorite band would sooo amazing win destination dragons
9448,positive, Thank
9449,negative, flt  gate agent announcements So unprofessional Time go back 
9450,positive, thanks 
9451,negative, I want contact someone question  put hold  minutes order hung sent pet line
9452,negative, Uh yeah Flight boarded   hr Late Flightr still sit Update  DCA
9453,positive, I glad mentioned I took first virgin flight years back transformative experience
9454,neutral,  taking now I private jet bora bora time I land Im calling Oprah
9455,negative, American Eagle plane using CLT RDU disgusting You ashamed   
9456,negative, CMH gate staff disaster overbooked volunteers boarding  min Late Flight trying figure issue 
9457,neutral, flight 
9458,negative, flight Cancelled Flightled Laguardia Louisville Ky stuck airport Do guys compensate this
9459,negative, tripitPro accurate delayed dept times hours Late Flightr I hear you Just curious
9460,neutral, No yet I notify them Im new this
9461,negative, worst customer service experience ever  minutes get jetway plane EWR tonight Flight  Disappointed
9462,negative, great job answering public messages Direct private messages much
9463,positive, good luck Thanks
9464,positive, love song lt thanks 
9465,positive, cant wait Thanks response
9466,neutral, Thank response
9467,positive, Touchdown JFK Well done pilots JetBlue Flight  
9468,negative, thats I tried do entering email nd device made email typo No way fix  option log outin
9469,negative, bothered help lost luggage Not single helpful employee owner found BWI
9470,negative, Doumented via link However four months response suggest Or shall I expect one
9471,positive, Annnndddd I booked flight That easy
9472,negative, please PM number I lodge formal complaints Thx
9473,negative, Priority baggage evidently means comes last
9474,neutral, child two years old
9475,neutral, flight number different flight Im heading MPLS
9476,neutral,At airport ready get  red eye going Soooooo sleepy  
9477,negative, need know done like promised would yesterday
9478,negative, The flight turned around mechanical reasons  Never fly United check planes properly
9479,negative, checked Des Moines lay ORD final destination Austin Texas Baggage checked ORD
9480,neutral, June  thru December  busfirst milesaaver awards available cun nyc  
9481,negative, Cancelled Flight flight VX One sec delayed airport next Cancelled FlightledGonna email call reschedule
9482,negative, Cancelled Flighted flight Went another airline  leave day They Cancelled Flighted also Called JetBlue  got flight 
9483,negative, gate c Your gate agents turning paying customers away favor non revs
9484,negative, guys nice give routes jet blue southwest At least treat customers properly
9485,negative, hey Tried calling customer service told theres  hour wait This past  hours Thanks You suck
9486,positive, They breathing heavily super helpful Thank you
9487,negative, conf  My flight delayed  hours friend waited bday Please follow up
9488,neutral, really
9489,neutral, sorry wrong link bag   Thats one meant
9490,neutral, I child traveling cross countryshes  turning  marchand cont 
9491,negative, asked DM ignore them Please assist changing another flight today  Feb fra mco avoiding IAD
9492,negative, yes But manner done harsh affected Already checked in No remorse Weak alternatives
9493,negative, cost  change city origin flight  costs  
9494,positive, home next  hrs  GFC  
9495,negative, delayed to
9496,negative, Im flight finally air Not enough food feed customers No movie entertainment  hr flight
9497,negative,  Passed frustrated  hours ago asked get first plane I sat hour
9498,negative, My first call got dropped Waited  mins second ran time Will try Late Flightr No way online
9499,positive, please thank Mellie CAE Tammy baggage claim CLT   customer service day BUT I complaint
9500,neutral, DM please
9501,neutral, yes I I traveling Marsh Harbor
9502,positive, Thank you  Your fare DTW DCA much lower   Thank you You over
9503,positive, Life goal complete
9504,positive, DM sent Thanks
9505,negative, thank fully boarding flight  morning noticing pilots 
9506,neutral, I something missing checked baggage
9507,negative, You call you Try it understand Its possible reach agentI know else
9508,negative, never going get gate rate
9509,negative, sure made stand line outside plane ready board I could sitting inside
9510,negative, I fly today  made trip harder  pay checked bag  today 
9511,neutral, Airways continue various commercial relationships    Aviation 
9512,negative, culture issue
9513,negative, point delays I take different flight destination
9514,negative, weve today courtesy allow passenger oxgen tank sit bad business
9515,negative, still reply email sent th February Even sent email asking acknowledgment thats recieved nothing
9516,positive, thanks
9517,positive, I received notification inflight WiFi UA   Amazing
9518,neutral, flight got Cancelled Flightled GRK DFW LEX tomorrow I need rebooked
9519,negative, We waiting almost  hours trying rebook flights PLEASE help us get someone
9520,negative, hr  min Cost flight change  Was  hrs ago bf drop call Cancelled Flighted flight Asked  refund
9521,negative, glad appreciate it itll last dollar ever get thanks wretched customer service
9522,neutral, chances one flights leaving am Newark nj Cancelled Flightled tomorrow
9523,neutral, get okc Sacramento today Dfw closed
9524,neutral, I need email customer service help question please provide email address
9525,negative, waiting line hour San Antonio barely moved  two agents  front  least  behind
9526,negative, I need request refund flight Cancelled Flightled morning due weather
9527,negative, Still waiting bag Never got delivered yesterday Cant reach real person help Sending DM ref number
9528,negative, redeemed themselves Flight  Had call negotiate thank Lord Im heading home
9529,negative, lost bag Never ever flying United 
9530,negative, hrs Late Flightr still cant figure out Random text updates   
9531,positive, yes Announced take off Youre it Thank you
9532,negative, fair enough But could least told us Once lack communication Delays happen tell
9533,positive, get tiks  omg id love to Plz im dying
9534,neutral, depart Washington DC
9535,positive, thanks Ill it
9536,negative, flying US air again The changes Cancelled Flightations leading todays big finale unacceptable
9537,negative, Extremely disappointed  United left crew pssgrs stranded rain  gate cover Left Psngrs  depart plane
9538,negative, grt flight PHX last week tonight terrible  hours taxing give us water crackers compensate
9539,positive, Melinda reservations greensboro nc absolute jewel thank amazing
9540,neutral, US airways csr Phoenix airport fixed problem
9541,negative, suck customer services worst whats point loyalty scheme honor 
9542,negative, cannot understand part oneworld member treat customers fairly   
9543,neutral,  A landing airport February    httpstcoKaejGCHd
9544,negative, phone  minutessaid would  Any advice
9545,negative, seat International connection Seriously
9546,positive, sure thing
9547,neutral, Please hold US me Need get home tonight weather Almost there
9548,negative, That doesnt make sense Ive K  years youre making harder keep loyal
9549,negative, I NEVER travel US Airways again Flew LA DC last night nd time airline bags arrive
9550,neutral,  update flights BNA today
9551,negative, got  drink FA sat jump seat crosswords Glasses picked landing Just lazy service  First class
9552,neutral, people working contact me I project works
9553,negative, FSVE I corrected attendants error gave attitude made rude show taking back nuts said well Late Flight
9554,negative, kinda sucked earphone jack work flight They may want look future passengers
9555,positive, give guy raisegreat start flight AZ MKE
9556,neutral, Connecticut
9557,negative, except delayed flight anyway
9558,negative, ask guys flight  BWI wait us get delayed flight San Diego Pretty please
9559,negative, I trying makechange reservations getting extremely frustrated Giving trying another airline
9560,negative, I get gin  tonic 
9561,negative, flight attendant hesitant give baby sized cookies
9562,negative, called service line hung on This awesome 
9563,positive,  min response time Im impressed Im in Its official   JetBlue gets social
9564,negative, Is way add AA number itinerary involve sitting hold  hours
9565,negative, thank leaving bag houston despite system says definitely flight
9566,positive, Thank much stressful day
9567,neutral, LGJWB I voluntarily rerouted st leg journey economy supposed B Res agent said shed reserve
9568,negative, ive France two days without changing clothes nothing keep warm please locate bag send to
9569,negative, During round trip NONEnglish speaking friend stranded TWICE  hours time Most staff members rude
9570,positive, dragonss LAUREN OMG IM DEAD IM SO SO HAPPY FOR YOU YES YES
9571,neutral, um south snow 
9572,negative, There must  people waiting line customer service DEN deal flight Cancelled Flightations
9573,negative, called executive platinum desk got TWO HOUR call back time  hrs Late Flightr still call still stuck Chicago
9574,negative, I three planes flight  still left ground BAD SERVICE 
9575,negative, Thats okYou may keep  lose bag info longer trust Bad way handle this
9576,negative, Flight  got Cancelled Flightled  hrs takeoff No Customer Service Been hold  minutes
9577,negative, extremely upset baggage handlers decide go luggage take belongings
9578,negative, yes They working it Hoping bag next flight deliver home
9579,negative, would good know months ago Cancelled Flightled flights leaving tomorrow   
9580,positive, love passbook update Used day released Finally Thank you
9581,positive, I think help based behavior The voucher cot seem like enough lol
9582,neutral, Im  tmrw CUN DFW Final destn ORD Seeing freezing rain DFW morning Should I change connection
9583,negative, would nice agents least courteous since delay AAs fault
9584,negative, Round Two THE worst airline ever
9585,negative, Its rude arrogant gate personnel Uncalled for Unprofessional 
9586,negative, waiting day ATL since flight Cancelled Flightled  standby told seats group  shows Late Flight gets PHL
9587,neutral, please flights SJC  I choice fly Southwest Vegas
9588,positive, were pulling runway now Making new friends seat mates Thanks response CB
9589,positive,Then better       httpstcokNGEEP   
9590,neutral, Adopting  yr old child Ethiopia Flying ADD GRR  Need add child reservation get costs Help Thx
9591,neutral, Follow pls
9592,positive, yall real MVP prices
9593,negative, flight  delayed  hours LA due mechanical problems Handle like pros could tossed us free drink
9594,positive, traveling guests mileage plus member using members miles Great customer service
9595,negative, trouble signing TrueBlue today despite right credentials getting We able sign in msg
9596,negative, I get home  no
9597,negative, I SJC JFK departing pm tonight I change whole schedule Can get sort refund this
9598,neutral, They said works  time DFW security entrance C Beforeafter precheck whereas I paid service
9599,negative, going make wait phone long time least turn ads eating away soul
9600,positive,  wonderful FC FA flight  pre dawn Nice start day
9601,negative, five times last count
9602,negative,  food  hour flight  Columbus Phoenix Starving Pissed off Cant eat Go Go
9603,positive, The pilots crew flt  customer service professionals baggage claim OUTSTANDING Thank you
9604,negative, All I get automated system hangs me I finally get message call back  hours
9605,negative,  hits keep coming   
9606,negative,Stop madness  Our fleets fleek 
9607,negative, hello Anyone there
9608,negative, seriously Flight Cancelled Flighted Auto rebooked Tuesday Then hr min hold nothing Renting car Want refund
9609,positive, I got added thank you 
9610,positive, killing now  You got me  
9611,negative, Already tried How Conf  via DM
9612,negative, booked hotel night I find room midnight Then say bags plane cant 
9613,negative, What else could possibly take place coffee hourHope pilot relying aircraft caffeine 
9614,negative, horrible experience check agent fort myers Ill document send details Boston
9615,negative, What happened w BOSSAN My mother onboard  crew evasive return BOS first time
9616,negative, ticket gave lying raising voice With explanation happened 
9617,negative,  Whats going   Ive sitting gate minutes
9618,neutral, Kax premium Hoping flight better food TV I know work service Tnx
9619,negative, Longer flights  series wifi Will great retire them
9620,negative, two hours hold talk agentthen disconnects me trying two days Wtf Hire CSRs u make 
9621,negative, hasshe heard anyone week nonstop flight baggage loststolen customer service
9622,negative, agent hold connection arriving Late Flight  min departure time  min Late Flight Flt  gate c Disappointed
9623,positive, thank you I flew Newark VailEagle
9624,negative, I hope so Wanted early flight avoid airport chaos Late Flight that
9625,negative, Another awful experience Victoria check desk STL could rude condescending
9626,negative,  last thing U guys charging  drinks transatlantic flight
9627,negative, Mold flight US   
9628,negative, waiting flight FL  marathon tmrw  charity U bumped us a Late Flightr flight  Cancelled FlightLED IT How fix this
9629,positive, But thanks asking
9630,neutral, requested heres selfie somewhere Rockys  
9631,neutral, Thank
9632,negative, really DM verify booked hotel extra night here Kinda unsettling get call
9633,neutral, Death family cannot make flight tomorrow Phone rep quoted  per person fee almost cost ticket Help
9634,negative, I applied  weeks ago Havent heard back Im flying week 
9635,negative, This getting hand I called Reservations reserve seats let select online theres fee
9636,negative, flight  Chicago Houston  hours pretzels peanuts Seriously passed out
9637,negative,  And  flight Chicago Buffalo hour flight  care safety
9638,neutral, Sorry equipment Have passengers allowed return plane
9639,negative, By way flight number  please feel free fact check complaints leave time  baggage time
9640,negative, A little surprised Early Bird got B DEN KC now Worst Ive had Whats up
9641,negative, thanks finally made it Missed meetings I now
9642,negative, Is reasonable wait  mins bag made check flight staff police overhead bins
9643,positive, lovely flight back MIA LHR  great crew  thanks 
9644,negative,   failure  
9645,negative, I originally trying share details link Jimmy Samartzis Vice President  Customer Experience sent expired
9646,negative, pullin sh delaying flights again Smh  
9647,negative, That link work mobile
9648,neutral, realistic make  minute domestic international transfer JFK non US citizen
9649,negative, I its disheartening experience familyand lot taxi money wasted
9650,negative,s CEO battles appease passengers Wall Street   
9651,negative,thanks  trip screwed up Ive move meetings dinner im STILL nyc yet
9652,neutral, k thanks 
9653,negative, I denied use rear facing car seat UA ERJ Can confirm actual policy
9654,neutral, thank apology
9655,negative, well plane landed international terminal announced  pm new time
9656,negative, again said go take time go there knowing issue was knowing wont fix it
9657,neutral, Is  companion ticket benefit Premier World MasterCard still limited USAirways flights AA qualify well
9658,neutral, deals orlando Aprilmay
9659,negative, I stunned bags Hartford me The ORD ground crew hour move bags  yards
9660,negative, wondering reason customer service busy Been hold past days many hours No answer Help plz
9661,neutral,  You really use word crashing Just sayin
9662,negative, Its I offered perks  I ASKED told NO 
9663,neutral, Has DC Thinking About Summer With New Nantucket Service  SYSCON Media PR 
9664,negative, Worst customer service ever You Cancelled Flightled connecting flight NY hours ago  tell me Now Im stuck Ta
9665,negative, Well drop luggage  hours flight ridiculous
9666,negative, sadly help meeting work today seeing presentation there Major strike me
9667,negative, I want file formal complaint disgruntled employee  LaGuardia ruined mltple peoples travel plans yesterday
9668,negative, I needed destination lunchtime today No one could get us flight Ive since learned  one
9669,negative, heres part bag drop inserted JetBlue cc print pass Agent standing front refused print pass
9670,negative, power outlets seat gonna keep us siting forever
9671,negative, customer service horrendous Between way employees speak customers lack care problems flights
9672,neutral, Can huge favor
9673,positive, despite bag making Newark good informative email tracking updates help
9674,negative,  Add insult injury guys misplaced bag Cant believe pay money treated poorly
9675,negative, going since I cant take option gave me What type refund me
9676,negative, oh get better apparently After making us wait gate psych Now need deice coming gate
9677,positive, Kudos adding  app I LOVE IT
9678,negative, thanks reminding much easier fly Southwest Get agents sfo 
9679,negative, I did response back
9680,negative, yes course I have Is treat customer recourse
9681,negative, I Cancelled Flighted flight I really dont need much trouble
9682,negative, Trying make change advance not  hours priortried online earlier wanted  change fees
9683,neutral, im flying miboston icelandair iceland  hours between check bags way
9684,negative,  Late Flightr  complete itinerary changes lost work time yeah I got rebooked
9685,negative, stuck PHX overnight Service getting worse Flying southwest on
9686,negative, two hour delay plane visible airport So far terrible customer service 
9687,negative, big company happy something customer costing delays oh I mention
9688,positive, already pleasant flight London Charlotte US made fantastic amazing attendant Thank much Robert
9689,negative,  use app say 
9690,negative, gtk miles usair Last four flights good Other airlines much improved Billing issues seats legroom air service
9691,negative, You suck Flight delayed equipment probs again Miss connection  minutes let us even though gate
9692,neutral, I know Just little cold weather humor 
9693,positive, Longing look blue eyes 
9694,neutral, one book ticket online put hold Does require I pay ticket
9695,negative, arrival delayed nearly hours Yeah entire day airport idea stress less vacation 
9696,positive, know crew today flight  AUS PDX awesome 
9697,positive, reported it Still Istanbul moment apparently On plane haha Hats pilot
9698,negative, bad weather multiple Cancelled Flighted flights us scared Noted next time
9699,negative, boarded plane told get plane Now hour delay
9700,negative, We take Late Flight whole new level
9701,negative,  fell asleep call placed midght guess still hold 
9702,neutral, winners  
9703,positive, We ready inspired 
9704,neutral,  hours answered call
9705,negative, thnkx bt dont help need go WAY OUR way get NEED  u charge sux 
9706,negative, Do TrueBlue pages work Chrome Safari I keep getting blank pages I lick TrueBlue tab site
9707,negative, Already planning local boycott Washington DC Area
9708,negative, mention three hour wait get agent phone
9709,neutral, could please tell way add RR flight already took place
9710,negative, yes Dulles I need delivered Embassy Suites Herndon VA Im still Chicago fiasco LAX
9711,negative,  Your team needs build capacity
9712,negative, stock response Delays frustrating poor cust serv  told  ppl wait  theyd come back not
9713,negative, Same yesterdays Cancelled Flighted flight AA Your customer support awful
9714,negative, Saying friend missed flight clearly sat next plane  Cancelled Flighting flight home WTF
9715,negative, stop picking us  
9716,negative, PLEASE improve phone system Going multiple prompts  menus told call back Late Flightr  MAJOR FAIL
9717,neutral, word customer relations department open back up
9718,negative, yes staff rude unempathetic I needed jacket tablet  got  If u take carryons cause plane fulldont lose em
9719,negative, realize wife waiting delayed flight moment Im sure I understand tweet
9720,neutral, Id go Portsmouth NH take care friends son takes daughter Boston surgery 
9721,negative, Stuck Miami one worst customer experiences I ever had Will sure let everyone know time wAA
9722,positive, best customer service
9723,neutral, yesterday flight I wanted Chicago sale within points range today isnt Any way guys still honor
9724,positive, handled s question like social media pros Good practice transportation systems run friendly AIs
9725,positive, thank you   
9726,negative,Made   back  Missing already  
9727,neutral, thats cause were TrueBlue Its ur  keeps liftin  httpstcoxGfStJTMo 
9728,negative, He overflowed armrest legs sprawled You refund I Choice 
9729,negative,  flights far year  delays including  Cancelled Flightations Late Flightst reason crew needed mandatory sleep IN MEXICO
9730,negative, Id rather truth flight forced sit day Trying get home this 
9731,negative,  exactly How Ive disconnected  times
9732,negative, thats ok know Ill likely never book
9733,positive, sent  thank you
9734,negative, hold nd time today Need help confirming new flights arranged me Can expedite this
9735,negative, Cant unload flight  jetway broken    nearly hour
9736,negative, ur Hemispheres magazine Im open u make flight pleasant 
9737,neutral, pls follow DM
9738,neutral, Currently standby Lax  hour ride Palm Springs Long day starting snowy  philly
9739,negative, You neglected mention  fee per ticket I medical reason still jump thru hoops
9740,positive, captain on behalf front office welcome board Never heard before I laughedhard 
9741,neutral, Lekvhg want see cost would change  flight
9742,negative, say call travel agency say cant refund usairways didnt accept this
9743,negative, direct messages going please help
9744,negative, yes Shows Cancelled Flightled  asks contact  number
9745,negative, worker told us call wed talking someone Thailand
9746,neutral, saving sanity Leaving behind sunshine       
9747,negative, weve runway hour Now water pressure low taxiing back maintenance 
9748,neutral, never Late Flight right thing
9749,neutral, sorry Philly Shouldve told that
9750,negative,   referred back baggage services I left airport I seat A
9751,negative, yeah guys told call website I booked from I booked website UNACCEPTABLE
9752,neutral, dmed name
9753,neutral, announcement pre boarding addresses mobility My disability requires travel lot stuff Do I preboard
9754,neutral, ticket booked  CUN Does arrival time reflect CUN EST time
9755,positive, hello  Im happy flying morning DALMDW  looking forward comfortable fight
9756,negative, Why flight  EWR MCO Cancelled Flightled tomorrow I rebook Asking relative
9757,neutral, DM work I do
9758,negative,  Flight SF NYC made Philly Ur customer service telling refund last leg 
9759,positive, yes thankfully Catering got loading frustrated I supposed 
9760,negative, stranded  hours MIA Patrick casimir ONLY AA staff apologize great inconvenience 
9761,positive, Thanks two smooth safe fast flights    
9762,negative, basically stole glasses I cant drive see classes theyre answering phone calls 
9763,negative, transferred x pleeeeeeeease help
9764,negative, My exboyfriend picks calls do  Flightedflight   
9765,negative, I checking consistently called multiple times As loyal AA customer Im disappointed
9766,negative, Today USAir Cancelled Flightled rescheduled flight  notify us except possibly home phonenot helpful since CO
9767,negative, flight  Philly gt Mia Bwahahaha Delayed  hrs air  mins turned back around 
9768,negative, still waiting Just hit one hour
9769,negative, Doubt it Gate x cluster every agent encounter I saw including one me outright rude Just put off
9770,negative, flight  LAXIAD back rows NOT CLEANED prior boarding How gross find used tissues seat Please
9771,negative, customer service terrible terrible thought know
9772,negative, tried calling multiple times wait finally connects get hung
9773,negative, finally final destination wo extra significant travel expenses  missed work How resolve experience
9774,negative, I digging new mileage earning plan I would earn  miles I now Any changes award ticket prices
9775,positive, amazing staff  super helpful I ran   spoiled comfort
9776,negative, haha clean plane held overnight hangar Sounds lovely Also lie screensand say weather
9777,negative, flight delayed  hours No reason given Sure love flying airline 
9778,negative, needs entire customer service overhaul  would never treat customers anything less A service
9779,negative, Im standing baggage claim waiting bags FOR OVER AN HOUR DFW The gate  feet here 
9780,positive,Always together Youre welcome RT   Youre welcome
9781,negative, do maybe prepurchase meal email flight  min short  hours I guess none offered
9782,negative, standing Las Vegas flight says time reps telling us flights Denver Cancelled Flightled HELP
9783,neutral, going compensate us two plane changes Atlanta right
9784,negative, No I yet Called baggage status  times yesterday
9785,negative, No I told I got put another flight I would get email Still gotten one yet
9786,neutral, chance travel advisory DCA weekend
9787,negative, How I file claim agents let speak supervisor My claim number expired WONT find bag
9788,negative, Im Cancelled Flighting  card I NEVER business again You clearly care customers
9789,negative, ft  TUSDFW wcx LGA tomorrow Cancelled Flighted  hrs far waiting call back What do Need get nyc
9790,negative, hell Flight  Delayed since  pm finally boarded sitting tarmac Is fcking plane Ever leaving
9791,positive, strives Customer Centric everything  communications advertising customer journey etc 
9792,neutral, know suicide second leading cause death among teens 
9793,neutral, cpap machine sleep apnea Is OK carry I also small bag clothes
9794,negative, I cant make airport roads bad DFW one answering phones website downHow I reschedule
9795,negative, ability switch flight  cannot tell bags are
9796,negative, tell luggage stayed inside plane  Look video 
9797,negative, I sent DM I continue wait hold rep servicing here
9798,neutral, yes No one answering Im train
9799,negative, I promise I help I nvr fly wu again Even I  pay   fly w sum else 
9800,neutral, QSVGRU would next flight arrive
9801,positive, loved   snacks
9802,negative, fingers crossed capable getting baggage point AgtB United Airlines
9803,negative, lost business Enjoy profits
9804,positive, okayIm actually tea kinda guy anyway Thanks
9805,negative, frankly worse customer service ever Problems happen deal defines company Never United
9806,negative,  min hold trying book award flight site errors out Agents ask pin see platinum availability badbadbad
9807,negative, promised  rooms Wednesday wentook hotel charged us  per room pink paper needed white
9808,negative, lies said email delayed due weather sky clear city departing
9809,negative, flight  RUDE RUDE RUDE service Awful
9810,positive, Definitely compliment I really thought bag lost sent another airport In end I happy customer
9811,negative, two women workng PHL bag check term C   ET fired rude pushy treating customers disrespect
9812,negative, biggest joke companyI never fly again  days waiting bag even know is
9813,negative,   intl friendly
9814,negative, thanks telling flight got Cancelled Flightled wasnt Now I missing luggage you Thanks fam
9815,neutral, Our fleets fleek  NOOOOOOOOOOOOOOOOOO
9816,positive, Thanks  credit hr delay I tell customer service means lot YOU 
9817,negative, Not finest moment Boston right now
9818,negative,  months old suffering rare form cancer Your customer service agents compassion I disgusted
9819,negative, boarding  would much faster boarded back front instead front back    
9820,negative, brother  missed flight traveling home funeral cant get call center help
9821,negative, cool bags take bit longer dont give baggage blue ballsturn carousel on tell coming not
9822,neutral, Hi booked flight yesterday received email w confirmation number today I got error no active flight segments
9823,negative, We stuck SJU several hours one answering here Really tough LUV SW No response bad
9824,negative, HELP NEEDED   ticketed passenger available seats scheduled leave Late Flightr today
